ID,Status Pernikahan,Program Studi,Kelas Reguler/Malam,Pendidikan Terakhir,Nilai SMA,Daerah Asal,Pendidikan Ibu,Pendidikan Ayah,Pekerjaan Ibu,Pekerjaan Ayah,Nilai Ujian Masuk,Pindahan,Berkebutuhan Khusus,Status pembayaran semester terakhir,Jenis Kelamin,Beasiswa,Usia saat mendaftar,IP Semester 1,IP Semester 2,Target
00055,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,73,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,74.25,Ya,Tidak,Sudah,Pria,Tidak,18,2,3.2,Lulus Tidak Tepat Waktu
00057,Menikah,Teknik Mesin,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,70,Ya,Tidak,Belum,Wanita,Tidak,32,0,0,Gagal
00058,Menikah,Ekonomi,Malam,SMA/Sederajat,72,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,75.7,Tidak,Tidak,Sudah,Wanita,Tidak,28,2.4,2.32,Lulus Tepat Waktu
00059,Cerai,Agronomi,Reguler,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,55,Tidak,Tidak,Sudah,Wanita,Tidak,34,2.25,2.75,Lulus Tepat Waktu
00061,Belum Menikah,Jurnalistik,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Wiraswasta,52,Tidak,Tidak,Belum,Wanita,Tidak,27,2.4,0,Gagal
00062,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,61.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,56.95,Ya,Tidak,Sudah,Wanita,Tidak,18,2.63,2.53,Lulus Tepat Waktu
00063,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,60.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,58.05,Ya,Tidak,Sudah,Wanita,Tidak,22,2.33,2.64,Lulus Tepat Waktu
00066,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,78,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,75.55,Tidak,Tidak,Sudah,Pria,Tidak,19,2.72,2.57,Lulus Tepat Waktu
00068,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Negri,69.8,Ya,Tidak,Belum,Pria,Ya,18,0,0,Gagal
00071,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,67.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,66.3,Ya,Tidak,Sudah,Wanita,Ya,19,2.72,2.92,Lulus Tepat Waktu
00073,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,69.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,55.15,Tidak,Tidak,Sudah,Pria,Tidak,24,2,2.2,Lulus Tidak Tepat Waktu
00076,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,63.5,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,59.15,Ya,Tidak,Sudah,Wanita,Tidak,18,2.47,2.4,Lulus Tidak Tepat Waktu
00077,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,60.3,Tidak,Tidak,Sudah,Pria,Tidak,18,2.53,2.13,Gagal
00080,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Negri,65,Tidak,Tidak,Sudah,Wanita,Tidak,-25,2.25,2.4,Lulus Tidak Tepat Waktu
00086,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,55,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,53.05,Ya,Ya,Belum,Wanita,Ya,18,2.2,0,Gagal
00087,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,60.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Lainnya,55.95,Ya,Tidak,Sudah,Pria,Tidak,19,2.83,2.8,Lulus Tepat Waktu
00089,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,58.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,56.75,Ya,Tidak,Sudah,Wanita,Ya,21,2.4,2.44,Lulus Tepat Waktu
00092,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,80,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Pegawai Swasta,75.1,Ya,Tidak,Sudah,Wanita,Tidak,19,2.6,2.5,Gagal
00096,Belum Menikah,Perbankan,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,50,Tidak,Tidak,Sudah,Wanita,Tidak,24,2.52,2.52,Lulus Tepat Waktu
00097,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,81.5,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,73.3,Ya,Tidak,Sudah,Wanita,Tidak,18,2.72,2.35,Lulus Tidak Tepat Waktu
00098,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,57.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Negri,Pegawai Negri,54.35,Ya,Tidak,Sudah,Wanita,Tidak,21,2.4,2.53,Lulus Tidak Tepat Waktu
00099,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,50,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,68,Ya,Tidak,Sudah,Wanita,Tidak,21,2.87,2.7,Lulus Tepat Waktu
00100,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,62.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,61.2,Ya,Tidak,Sudah,Pria,Tidak,19,2.75,2.9,Lulus Tepat Waktu
00101,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,73.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Pegawai Negri,69.85,Ya,Tidak,Sudah,Pria,Tidak,18,2.32,2.4,Gagal
00104,Belum Menikah,Agronomi,Reguler,Perguruan Tinggi,65,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Pegawai Negri,63.7,Tidak,Tidak,Belum,Pria,Tidak,27,2.32,2.4,Gagal
00107,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,67.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Negri,60.5,Tidak,Tidak,Sudah,Pria,Tidak,19,0,0,Gagal
00109,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,66.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,65.65,Ya,Tidak,Sudah,Wanita,Tidak,20,2.87,2.53,Lulus Tidak Tepat Waktu
00110,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,64.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Lainnya,64,Tidak,Tidak,Belum,Pria,Tidak,20,0,0,Gagal
00111,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,77.5,Tidak,Tidak,Sudah,Wanita,Ya,21,2.6,2.53,Lulus Tepat Waktu
00112,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,60.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,61.2,Ya,Tidak,Sudah,Pria,Tidak,19,2.33,2.4,Lulus Tidak Tepat Waktu
00114,Belum Menikah,Teknik Mesin,Reguler,Perguruan Tinggi,70,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,71.25,Ya,Tidak,Sudah,Wanita,Ya,22,2.7,2.74,Lulus Tepat Waktu
00115,Belum Menikah,Teknik Mesin,Reguler,Perguruan Tinggi,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Swasta,68.85,Ya,Tidak,Belum,Pria,Tidak,41,2.47,2.2,Gagal
00116,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,75,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,75,Tidak,Tidak,Sudah,Wanita,Tidak,35,0,0,Gagal
00117,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,62.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,58.3,Ya,Tidak,Belum,Wanita,Ya,18,2.46,2.67,Lulus Tidak Tepat Waktu
00118,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,81.15,Ya,Tidak,Sudah,Wanita,Tidak,24,2.2,0,Gagal
00119,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,66,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,59.55,Ya,Tidak,Belum,Wanita,Tidak,20,2,2.11,Gagal
00120,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,68,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,63.1,Tidak,Tidak,Sudah,Pria,Tidak,22,2.28,2.2,Lulus Tepat Waktu
00121,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,75,Tidak,Tidak,Belum,Pria,Tidak,28,3.02,3,Gagal
00122,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,70.5,Pulau Jawa,D3/S1/Sederajat,Lebih dari S1,Lainnya,Lainnya,64.2,Ya,Tidak,Belum,Wanita,Tidak,18,2.6,2.28,Gagal
00125,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,70.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Swasta,69.9,Tidak,Tidak,Sudah,Wanita,Ya,19,2.88,2.88,Lulus Tepat Waktu
00126,Belum Menikah,Perpustakaan,Reguler,Perguruan Tinggi,75,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,75,Tidak,Tidak,Sudah,Wanita,Ya,23,2.88,2.66,Lulus Tepat Waktu
00127,Menikah,Jurnalistik,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Wiraswasta,65.5,Tidak,Tidak,Belum,Pria,Tidak,42,0,0,Gagal
00130,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Wiraswasta,63.1,Ya,Tidak,Sudah,Wanita,Tidak,18,2.33,2.44,Lulus Tepat Waktu
00132,Belum Menikah,Teknologi Informasi,Reguler,SMA/Sederajat,66.55,Luar Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Lainnya,Lainnya,64.1,Tidak,Tidak,Sudah,Wanita,Tidak,23,2.93,2.98,Lulus Tepat Waktu
00133,Belum Menikah,Hubungan Masyarakat,Reguler,Perguruan Tinggi,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,70.1,Tidak,Tidak,Sudah,Wanita,Tidak,20,2.51,2.22,Lulus Tepat Waktu
00140,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,60.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Swasta,57.7,Ya,Tidak,Sudah,Pria,Tidak,18,2.74,2.67,Gagal
00141,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,60.75,Tidak,Tidak,Sudah,Wanita,Tidak,22,2.47,2.47,Lulus Tepat Waktu
00142,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Swasta,61.35,Ya,Tidak,Sudah,Wanita,Tidak,18,2.35,2,Gagal
00144,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,61.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,60.45,Ya,Tidak,Sudah,Wanita,Tidak,18,0,0,Gagal
00145,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,73.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,74.9,Ya,Tidak,Sudah,Pria,Tidak,20,2.85,2.96,Lulus Tepat Waktu
00147,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,69.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,65.3,Tidak,Tidak,Sudah,Wanita,Tidak,18,2.56,2.37,Lulus Tepat Waktu
00149,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,65,Tidak,Tidak,Sudah,Wanita,Tidak,32,0,0,Gagal
00151,Belum Menikah,Teknik Mesin,Reguler,Perguruan Tinggi,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,65,Ya,Tidak,Sudah,Wanita,Tidak,22,3.4,3.26,Lulus Tepat Waktu
00153,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,79.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,82.85,Ya,Tidak,Sudah,Pria,Tidak,18,0,0,Gagal
00155,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,61.5,Tidak,Tidak,Sudah,Wanita,Ya,18,2.67,2.72,Lulus Tepat Waktu
00156,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,58.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Lainnya,59.2,Tidak,Tidak,Sudah,Pria,Tidak,20,2,2.4,Lulus Tidak Tepat Waktu
00158,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,54,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,52.95,Tidak,Tidak,Sudah,Pria,Tidak,20,2.15,2,Gagal
00159,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,66,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Negri,67.05,Ya,Tidak,Sudah,Pria,Tidak,-21,3.03,2.8,Lulus Tepat Waktu
00161,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,80,Luar Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,80,Tidak,Tidak,Sudah,Wanita,Ya,31,2.1,2.1,Lulus Tidak Tepat Waktu
00163,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,64.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Negri,Lainnya,62,Ya,Tidak,Sudah,Wanita,Ya,18,2.86,2.86,Lulus Tepat Waktu
00164,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,74,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,59.2,Ya,Tidak,Sudah,Pria,Tidak,30,2.68,2.65,Gagal
00166,Menikah,Perbankan,Reguler,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,60,Tidak,Tidak,Sudah,Pria,Tidak,44,2.42,2.52,Gagal
00167,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Wiraswasta,51.25,Tidak,Tidak,Sudah,Wanita,Ya,27,2,0,Gagal
00169,Belum Menikah,Perpustakaan,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,60,Tidak,Tidak,Belum,Pria,Tidak,24,0,0,Gagal
00171,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,62,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Pegawai Swasta,62,Tidak,Tidak,Sudah,Wanita,Tidak,23,2.58,2.58,Lulus Tepat Waktu
00172,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,55,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,55,Tidak,Tidak,Sudah,Pria,Tidak,42,2.89,2.84,Lulus Tepat Waktu
00174,Menikah,Perpustakaan,Reguler,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60.25,Ya,Tidak,Sudah,Pria,Tidak,35,2.13,2.13,Gagal
00178,Belum Menikah,Jurnalistik,Reguler,SMA/Sederajat,67,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Lainnya,70.7,Ya,Tidak,Sudah,Wanita,Tidak,19,2.6,2.8,Gagal
00181,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,57.5,Tidak,Tidak,Sudah,Pria,Tidak,30,3,2.7,Gagal
00182,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,78.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,70.7,Tidak,Tidak,Sudah,Wanita,Tidak,21,2.68,3.18,Lulus Tepat Waktu
00183,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,64.1,Tidak,Tidak,Sudah,Pria,Tidak,28,2.4,2.27,Gagal
00184,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,65.5,Luar Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,63.05,Ya,Tidak,Sudah,Pria,Tidak,18,2.73,2.7,Lulus Tepat Waktu
00185,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,73,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,63,Tidak,Tidak,Sudah,Wanita,Tidak,19,2.47,2.05,Lulus Tidak Tepat Waktu
00189,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,72,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,63.75,Ya,Tidak,Sudah,Wanita,Ya,19,2.71,2.71,Lulus Tepat Waktu
00190,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,58.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,54.65,Tidak,Tidak,Sudah,Wanita,Tidak,30,2.45,2.41,Lulus Tepat Waktu
00191,Belum Menikah,Perbankan,Reguler,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,57.4,Tidak,Tidak,Sudah,Wanita,Tidak,28,2.15,2,Gagal
00193,Belum Menikah,Pariwisata,Malam,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,59.05,Tidak,Tidak,Sudah,Pria,Tidak,20,2.43,2.4,Lulus Tepat Waktu
00194,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,55.65,Tidak,Tidak,Sudah,Pria,Tidak,20,2.04,2.24,Lulus Tidak Tepat Waktu
00198,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,64.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,61,Ya,Tidak,Belum,Pria,Tidak,22,0,0,Gagal
00199,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,75.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,69.2,Ya,Tidak,Sudah,Wanita,Ya,20,2.85,2.2,Lulus Tepat Waktu
00200,Belum Menikah,Akuntansi,Reguler,SMA/Sederajat,63,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,55.5,Tidak,Tidak,Sudah,Pria,Tidak,21,2.42,2.67,Lulus Tepat Waktu
00201,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,59,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,55.35,Ya,Ya,Sudah,Wanita,Tidak,18,2.07,2.67,Lulus Tidak Tepat Waktu
00203,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,67.5,Luar Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,67.5,Tidak,Tidak,Sudah,Pria,Tidak,21,2.47,2.25,Lulus Tidak Tepat Waktu
00207,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,65,Tidak,Tidak,Belum,Pria,Tidak,18,0,0,Gagal
00208,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,68.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Pegawai Negri,65.5,Ya,Tidak,Sudah,Wanita,Ya,18,2.75,2.75,Lulus Tepat Waktu
00209,Belum Menikah,Pertanian,Reguler,SMA/Sederajat,80,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,71.25,Ya,Tidak,Belum,Pria,Tidak,19,2.8,2.73,Lulus Tepat Waktu
00210,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,62,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,56.95,Ya,Tidak,Sudah,Wanita,Tidak,19,3,2.69,Lulus Tepat Waktu
00211,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,60,Tidak,Tidak,Belum,Pria,Tidak,46,0,2,Gagal
00213,Belum Menikah,Penyiaran,Reguler,SMA/Sederajat,66.55,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,64.1,Ya,Tidak,Sudah,Pria,Ya,19,2.67,2.56,Lulus Tidak Tepat Waktu
00215,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,66,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,59.55,Ya,Tidak,Sudah,Wanita,Tidak,29,2.6,0,Gagal
00218,Belum Menikah,Perpajakan,Reguler,SMA/Sederajat,66.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,61.6,Ya,Tidak,Sudah,Pria,Tidak,18,2.72,2.92,Lulus Tepat Waktu
00219,Belum Menikah,Keperawatan,Reguler,SMA/Sederajat,69,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Wiraswasta,65.5,Ya,Tidak,Sudah,Pria,Tidak,19,2.32,2.6,Gagal
00220,Cerai,Keperawatan,Reguler,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Pegawai Negri,55,Ya,Tidak,Sudah,Wanita,Ya,30,0,2,Gagal
00222,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,63,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,57.6,Tidak,Tidak,Sudah,Wanita,Tidak,19,2,2,Lulus Tidak Tepat Waktu
00225,Belum Menikah,Hubungan Masyarakat,Reguler,SMA/Sederajat,70,Luar Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,70,Tidak,Tidak,Sudah,Pria,Tidak,19,2.1,2.25,Lulus Tepat Waktu
00228,Menikah,Perbankan,Reguler,SMA/Sederajat,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Wiraswasta,65,Tidak,Tidak,Sudah,Pria,Ya,33,2,2,Lulus Tidak Tepat Waktu
00232,Menikah,Ekonomi,Malam,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Wiraswasta,69.2,Tidak,Tidak,Sudah,Pria,Tidak,30,2.33,2.2,Gagal
00233,Menikah,Pariwisata,Malam,Perguruan Tinggi,55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,78.9,Tidak,Tidak,Sudah,Wanita,Tidak,44,2.75,2.5,Lulus Tepat Waktu
00235,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,67.5,Tidak,Tidak,Sudah,Wanita,Tidak,23,2.48,2.52,Lulus Tidak Tepat Waktu
00241,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,64.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,60,Ya,Tidak,Sudah,Wanita,Ya,19,2.63,2.63,Lulus Tepat Waktu
00242,Belum Menikah,Teknik Mesin,Reguler,SMA/Sederajat,64,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,78.7,Ya,Tidak,Sudah,Wanita,Tidak,26,3.3,2.86,Lulus Tepat Waktu
00243,Belum Menikah,Manajemen,Reguler,SMA/Sederajat,69,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,62.55,Ya,Tidak,Sudah,Wanita,Ya,19,2.53,2.6,Lulus Tepat Waktu
00244,Belum Menikah,Perbankan,Reguler,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,60,Ya,Tidak,Belum,Pria,Tidak,23,0,0,Gagal
00245,Cerai,Agronomi,Reguler,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,70,Tidak,Tidak,Sudah,Pria,Tidak,50,2.45,0,Gagal
00246,Belum Menikah,Agronomi,Reguler,SMA/Sederajat,68,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,60.85,Ya,Tidak,Sudah,Wanita,Ya,21,2.47,2.36,Lulus Tepat Waktu
