ID,Status Pernikahan,Program Studi,Kelas Siang/Malam,Pendidikan Terakhir,Nilai SMA,Daerah Asal,Pendidikan Ibu,Pendidikan Ayah,Pekerjaan Ibu,Pekerjaan Ayah,Nilai Ujian Masuk,Pindahan,Berkebutuhan Khusus,Status pembayaran semester terakhir,Jenis Kelamin,Beasiswa,Umur saat mendaftar,IP Semester 1,IP Semester 2,Target
02189,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,65,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Wiraswasta,63.25,Ya,Tidak,Belum,Laki-laki,Tidak,23,2.2,2.27,Gagal
02190,Belum Menikah,Teknik Mesin,Siang,Perguruan Tinggi,70,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Negri,70,Ya,Tidak,Sudah,Perempuan,Tidak,23,3.11,3.28,Lulus Tepat Waktu
02193,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,66.55,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,51.25,Tidak,Tidak,Belum,Laki-laki,Tidak,27,0,0,Gagal
02194,Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,69,Tidak,Tidak,Sudah,Perempuan,Tidak,34,2.38,2.64,Lulus Tepat Waktu
02195,Belum Menikah,Agronomi,Siang,SMA/Sederajat,74,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,71.75,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.6,2.57,Lulus Tepat Waktu
02206,Belum Menikah,Agronomi,Siang,SMA/Sederajat,67.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60.5,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.6,2.37,Lulus Tepat Waktu
02207,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,71,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Lainnya,Lainnya,69.25,Ya,Tidak,Sudah,Laki-laki,Tidak,18,2.76,2.48,Lulus Tidak Tepat Waktu
02208,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,70.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,63.85,Ya,Tidak,Sudah,Laki-laki,Tidak,18,3.03,2.97,Lulus Tepat Waktu
02209,Belum Menikah,Perbankan,Siang,SMA/Sederajat,72.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,68.15,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.46,2.46,Lulus Tidak Tepat Waktu
02212,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,57.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,54.35,Ya,Tidak,Belum,Perempuan,Tidak,21,0,0,Gagal
02213,Belum Menikah,Agronomi,Siang,SMA/Sederajat,66.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Lainnya,65.65,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.72,2.36,Gagal
02214,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,56,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,53.55,Ya,Tidak,Sudah,Perempuan,Ya,18,2.43,2.73,Lulus Tepat Waktu
02216,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,65.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Pegawai Negri,60.1,Ya,Tidak,Sudah,Perempuan,Tidak,21,2.35,2.32,Lulus Tepat Waktu
02219,Belum Menikah,Pariwisata,Malam,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,56.25,Tidak,Tidak,Sudah,Laki-laki,Tidak,50,2.27,2.7,Gagal
02220,Belum Menikah,Pertanian,Siang,SMA/Sederajat,60.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,58.05,Ya,Tidak,Sudah,Laki-laki,Tidak,19,2.24,2.5,Lulus Tepat Waktu
02221,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,47.5,Tidak,Tidak,Sudah,Laki-laki,Tidak,20,0,0,Gagal
02223,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,67,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Negri,61.4,Tidak,Tidak,Sudah,Laki-laki,Tidak,18,2.4,2.5,Lulus Tepat Waktu
02226,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,66,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Swasta,63.55,Tidak,Tidak,Belum,Laki-laki,Tidak,21,0,0,Gagal
02229,Belum Menikah,Perbankan,Siang,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Swasta,59.5,Ya,Tidak,Sudah,Perempuan,Ya,19,2.52,2.52,Lulus Tepat Waktu
02231,Belum Menikah,Perbankan,Siang,SMA/Sederajat,80,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,66.5,Ya,Tidak,Sudah,Laki-laki,Ya,18,2.86,2.86,Lulus Tepat Waktu
02233,Belum Menikah,Perbankan,Siang,SMA/Sederajat,70.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,63,Ya,Tidak,Sudah,Perempuan,Tidak,18,3.13,3.13,Lulus Tepat Waktu
02234,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,55.75,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.47,2.7,Gagal
02235,Menikah,Hubungan Masyarakat,Siang,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60,Tidak,Tidak,Sudah,Perempuan,Tidak,25,0,0,Gagal
02237,Belum Menikah,Perpustakaan,Siang,SMA/Sederajat,80,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,84.3,Tidak,Tidak,Sudah,Laki-laki,Tidak,26,0,0,Gagal
02240,Belum Menikah,Agronomi,Siang,SMA/Sederajat,75,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Wiraswasta,71.35,Ya,Tidak,Sudah,Perempuan,Ya,18,2.93,3.03,Lulus Tepat Waktu
02241,Menikah,Perbankan,Siang,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,63,Tidak,Tidak,Sudah,Laki-laki,Tidak,32,2.73,2.78,Lulus Tepat Waktu
02244,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,60.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,56.85,Ya,Tidak,Belum,Perempuan,Tidak,20,2,2.6,Gagal
02246,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,80,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,68.65,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.68,2.56,Lulus Tepat Waktu
02248,Belum Menikah,Hubungan Masyarakat,Siang,Perguruan Tinggi,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Pegawai Negri,76.6,Ya,Tidak,Sudah,Perempuan,Tidak,24,2.04,2.44,Lulus Tepat Waktu
02251,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,64,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,60.15,Ya,Tidak,Belum,Perempuan,Tidak,20,2.33,2.2,Gagal
02252,Belum Menikah,Manajemen,Siang,SMA/Sederajat,61.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,60.65,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.23,2.3,Lulus Tidak Tepat Waktu
02254,Belum Menikah,Perbankan,Siang,SMA/Sederajat,59,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,57.1,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.74,2.62,Lulus Tepat Waktu
02255,Menikah,Akuntansi,Siang,SMA/Sederajat,66.55,Luar Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,65,Tidak,Tidak,Sudah,Perempuan,Tidak,30,0,0,Gagal
02257,Belum Menikah,Agronomi,Siang,SMA/Sederajat,59,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Lainnya,56.2,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.26,0,Gagal
02259,Belum Menikah,Perbankan,Siang,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Wiraswasta,Wiraswasta,70,Tidak,Tidak,Sudah,Perempuan,Tidak,25,2.96,2.96,Lulus Tepat Waktu
02261,Belum Menikah,Pariwisata,Malam,Perguruan Tinggi,66.55,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,65.75,Tidak,Tidak,Sudah,Perempuan,Ya,39,2.37,2.75,Lulus Tepat Waktu
02262,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,63,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,60.55,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.55,0,Gagal
02265,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,60,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Pegawai Negri,61.4,Ya,Tidak,Sudah,Laki-laki,Tidak,18,2.3,2.07,Lulus Tidak Tepat Waktu
02266,Belum Menikah,Pertanian,Siang,SMA/Sederajat,80,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,76,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.94,2.83,Lulus Tepat Waktu
02267,Belum Menikah,Ekonomi,Malam,Perguruan Tinggi,65,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65,Tidak,Tidak,Sudah,Perempuan,Tidak,31,2.45,2.4,Lulus Tidak Tepat Waktu
02268,Belum Menikah,Perbankan,Siang,SMA/Sederajat,70.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,65.95,Ya,Tidak,Sudah,Perempuan,Ya,18,2.71,2.81,Lulus Tepat Waktu
02270,Belum Menikah,Pertanian,Siang,SMA/Sederajat,69,Luar Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Swasta,63.25,Ya,Tidak,Sudah,Perempuan,Ya,20,2.57,2.36,Lulus Tepat Waktu
02271,Belum Menikah,Pertanian,Siang,SMA/Sederajat,70,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,65,Tidak,Tidak,Sudah,Laki-laki,Tidak,21,2.51,2.6,Lulus Tidak Tepat Waktu
02272,Belum Menikah,Pertanian,Siang,SMA/Sederajat,61.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Negri,56.6,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.43,2.33,Gagal
02275,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,65.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,63.6,Tidak,Tidak,Sudah,Perempuan,Ya,18,2.53,2.5,Lulus Tidak Tepat Waktu
02276,Belum Menikah,Agronomi,Siang,SMA/Sederajat,67,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Lainnya,Lainnya,62.1,Tidak,Tidak,Sudah,Perempuan,Ya,21,2.25,2.28,Lulus Tepat Waktu
02277,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Lainnya,65.25,Ya,Tidak,Sudah,Perempuan,Ya,21,2.56,2.25,Lulus Tepat Waktu
02279,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,87.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,78.75,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.63,2.63,Gagal
02280,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,63,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Pegawai Negri,58.45,Ya,Ya,Sudah,Perempuan,Tidak,18,2.13,2.57,Lulus Tidak Tepat Waktu
02281,Belum Menikah,Manajemen,Siang,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,60,Tidak,Tidak,Sudah,Laki-laki,Tidak,28,2.4,2.53,Gagal
02283,Belum Menikah,Perbankan,Siang,SMA/Sederajat,58.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,56.6,Tidak,Ya,Sudah,Perempuan,Tidak,18,2.4,2.65,Lulus Tepat Waktu
02284,Belum Menikah,Pertanian,Siang,SMA/Sederajat,80,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,50,Tidak,Tidak,Sudah,Laki-laki,Tidak,26,2.4,2.16,Lulus Tidak Tepat Waktu
02286,Belum Menikah,Agronomi,Siang,SMA/Sederajat,62,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Lainnya,58.85,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.4,2.4,Lulus Tepat Waktu
02287,Menikah,Ekonomi,Malam,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,85,Tidak,Tidak,Sudah,Perempuan,Tidak,34,2.3,2.35,Lulus Tidak Tepat Waktu
02291,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,69,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Wiraswasta,Pegawai Swasta,71.1,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.76,2.52,Lulus Tepat Waktu
02294,Belum Menikah,Perbankan,Siang,SMA/Sederajat,68,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,66.25,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.64,2.61,Lulus Tepat Waktu
02295,Belum Menikah,Teknik Mesin,Siang,Perguruan Tinggi,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,70,Ya,Tidak,Sudah,Perempuan,Tidak,29,0,0,Gagal
02299,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,65.5,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,60.1,Tidak,Tidak,Sudah,Perempuan,Tidak,19,2.66,2.6,Lulus Tepat Waktu
02300,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,68.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Negri,63.95,Ya,Tidak,Sudah,Perempuan,Tidak,20,2.37,2.57,Lulus Tepat Waktu
02301,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,62.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,61.1,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.2,2.5,Lulus Tidak Tepat Waktu
02306,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,74,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,67,Tidak,Tidak,Sudah,Laki-laki,Tidak,18,0,0,Lulus Tidak Tepat Waktu
02310,Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Lainnya,55,Tidak,Tidak,Sudah,Laki-laki,Tidak,43,0,0,Gagal
02313,Belum Menikah,Ekonomi,Malam,SMA/Sederajat,60,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,64.1,Tidak,Tidak,Belum,Laki-laki,Tidak,32,2.28,2.2,Gagal
02314,Belum Menikah,Perbankan,Siang,SMA/Sederajat,61,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65.5,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.5,2.5,Gagal
02319,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,63.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,58.25,Ya,Tidak,Sudah,Perempuan,Tidak,20,0,0,Gagal
02320,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,65.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,64.65,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.25,2.07,Lulus Tepat Waktu
02321,Belum Menikah,Teknik Industri,Siang,SMA/Sederajat,69.5,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,60.65,Ya,Tidak,Sudah,Perempuan,Ya,19,2.68,2.68,Lulus Tepat Waktu
02323,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,67.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Negri,Pegawai Negri,62.45,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.73,2.67,Lulus Tepat Waktu
02326,Belum Menikah,Hubungan Masyarakat,Siang,Perguruan Tinggi,66.55,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,51.25,Tidak,Tidak,Belum,Laki-laki,Tidak,26,0,0,Gagal
02328,Belum Menikah,Agronomi,Siang,SMA/Sederajat,64,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Pegawai Negri,62.25,Ya,Tidak,Sudah,Perempuan,Ya,18,2.48,2.5,Lulus Tepat Waktu
02331,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,66.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Negri,Lainnya,61.6,Ya,Tidak,Sudah,Laki-laki,Tidak,20,2.53,2.5,Lulus Tidak Tepat Waktu
02332,Belum Menikah,Hubungan Masyarakat,Siang,SMA/Sederajat,76.5,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Pegawai Swasta,Lainnya,73.9,Tidak,Tidak,Sudah,Perempuan,Ya,18,2.64,2.88,Lulus Tepat Waktu
02334,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,62.5,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Wiraswasta,61.3,Tidak,Tidak,Sudah,Laki-laki,Tidak,21,2.23,2.2,Gagal
02337,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,60,Ya,Tidak,Sudah,Laki-laki,Tidak,22,0,0,Lulus Tidak Tepat Waktu
02338,Cerai,Pariwisata,Malam,SMA/Sederajat,80,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,63,Tidak,Tidak,Sudah,Perempuan,Ya,38,2.58,2.6,Lulus Tepat Waktu
02340,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Wiraswasta,Pegawai Negri,60.45,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.87,2.83,Lulus Tepat Waktu
02344,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,65,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,70.1,Tidak,Tidak,Sudah,Laki-laki,Ya,19,2.4,2.33,Lulus Tepat Waktu
02348,Belum Menikah,Perbankan,Siang,SMA/Sederajat,65.5,Pulau Jawa,Lebih dari S1,Dibawah SMA/Sederajat,Pegawai Negri,Lainnya,59.2,Ya,Tidak,Sudah,Perempuan,Ya,20,2.75,2.75,Gagal
02349,Belum Menikah,Manajemen,Siang,SMA/Sederajat,54,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,55.95,Tidak,Tidak,Sudah,Perempuan,Tidak,19,0,0,Gagal
02350,Belum Menikah,Keperawatan,Siang,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Pegawai Swasta,57.95,Tidak,Tidak,Sudah,Perempuan,Tidak,18,2.4,2.52,Lulus Tepat Waktu
02352,Belum Menikah,Pertanian,Siang,SMA/Sederajat,66.55,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Lainnya,52.5,Ya,Tidak,Belum,Perempuan,Tidak,24,2.26,2.07,Gagal
02355,Cerai,Agronomi,Siang,Perguruan Tinggi,66.55,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,51.75,Tidak,Tidak,Belum,Perempuan,Tidak,44,0,0,Gagal
02357,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,60,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Wiraswasta,57,Ya,Tidak,Sudah,Laki-laki,Tidak,29,2.33,2.25,Gagal
02358,Belum Menikah,Perbankan,Siang,SMA/Sederajat,66,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Swasta,Pegawai Negri,65.4,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.74,2.74,Lulus Tidak Tepat Waktu
02361,Belum Menikah,Agronomi,Siang,SMA/Sederajat,64,Pulau Jawa,SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Pegawai Negri,61.05,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.37,2.76,Lulus Tepat Waktu
02362,Belum Menikah,Penyiaran,Siang,SMA/Sederajat,65,Pulau Jawa,Dibawah SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,67.8,Ya,Tidak,Sudah,Laki-laki,Tidak,26,0,0,Gagal
02364,Belum Menikah,Ekonomi,Malam,Perguruan Tinggi,63.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,62.45,Tidak,Tidak,Sudah,Perempuan,Tidak,29,2.71,2.47,Lulus Tepat Waktu
02367,Belum Menikah,Manajemen,Siang,SMA/Sederajat,75,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Lainnya,65.55,Tidak,Tidak,Sudah,Perempuan,Ya,19,2.68,2.57,Lulus Tepat Waktu
02370,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,62,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Wiraswasta,63.95,Ya,Tidak,Sudah,Laki-laki,Tidak,20,2.73,2.05,Lulus Tidak Tepat Waktu
02373,Menikah,Akuntansi,Siang,SMA/Sederajat,50,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,55,Tidak,Tidak,Sudah,Laki-laki,Ya,36,2.28,2.32,Lulus Tepat Waktu
02374,Belum Menikah,Teknik Mesin,Siang,Perguruan Tinggi,75,Pulau Jawa,Dibawah SMA/Sederajat,SMA/Sederajat,Lainnya,Wiraswasta,75,Ya,Tidak,Sudah,Perempuan,Tidak,22,2.6,2.53,Lulus Tepat Waktu
02375,Belum Menikah,Jurnalistik,Siang,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Wiraswasta,Lainnya,65.8,Tidak,Tidak,Sudah,Laki-laki,Ya,18,2.53,2.3,Lulus Tepat Waktu
02376,Belum Menikah,Perpustakaan,Siang,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Negri,Pegawai Negri,75,Tidak,Tidak,Sudah,Perempuan,Tidak,34,2.77,2.5,Lulus Tepat Waktu
02377,Belum Menikah,Perbankan,Siang,SMA/Sederajat,70,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,65.5,Ya,Tidak,Sudah,Perempuan,Ya,18,2.78,2.78,Lulus Tepat Waktu
02379,Menikah,Ekonomi,Malam,SMA/Sederajat,70,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,65,Ya,Tidak,Sudah,Laki-laki,Tidak,30,2.47,2.4,Lulus Tepat Waktu
02380,Belum Menikah,Pertanian,Siang,SMA/Sederajat,57.5,Pulau Jawa,Lebih dari S1,SMA/Sederajat,Pegawai Negri,Pegawai Negri,54.9,Ya,Tidak,Sudah,Perempuan,Tidak,19,2.25,2.4,Lulus Tidak Tepat Waktu
02381,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,61,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Pegawai Negri,Lainnya,63.3,Ya,Tidak,Sudah,Perempuan,Tidak,18,2.93,2.83,Lulus Tidak Tepat Waktu
02382,Belum Menikah,Teknologi Informasi,Siang,SMA/Sederajat,74,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Wiraswasta,Pegawai Negri,71.75,Tidak,Tidak,Sudah,Perempuan,Ya,19,2.57,0,Gagal
02385,Belum Menikah,Akuntansi,Siang,SMA/Sederajat,66.55,Pulau Jawa,SMA/Sederajat,SMA/Sederajat,Lainnya,Lainnya,62.65,Tidak,Ya,Sudah,Laki-laki,Ya,30,0,0,Gagal
02386,Menikah,Pariwisata,Malam,SMA/Sederajat,82.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Lainnya,Lainnya,81.45,Ya,Tidak,Sudah,Laki-laki,Tidak,45,2.73,2.73,Lulus Tepat Waktu
02387,Belum Menikah,Agronomi,Siang,SMA/Sederajat,72.5,Pulau Jawa,SMA/Sederajat,Lebih dari S1,Lainnya,Lainnya,64.3,Ya,Tidak,Sudah,Perempuan,Ya,19,2.34,2.2,Lulus Tepat Waktu
02393,Belum Menikah,Agronomi,Siang,SMA/Sederajat,70.5,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Pegawai Negri,Pegawai Swasta,62.5,Tidak,Tidak,Sudah,Laki-laki,Tidak,22,0,0,Gagal
02394,Belum Menikah,Perpustakaan,Siang,SMA/Sederajat,60,Pulau Jawa,Dibawah SMA/Sederajat,Dibawah SMA/Sederajat,Lainnya,Lainnya,60,Ya,Tidak,Sudah,Laki-laki,Tidak,21,2.26,2.45,Lulus Tidak Tepat Waktu
02397,Belum Menikah,Teknik Mesin,Siang,SMA/Sederajat,76.5,Pulau Jawa,Lebih dari S1,Lebih dari S1,Pegawai Swasta,Pegawai Swasta,69,Ya,Tidak,Sudah,Perempuan,Ya,21,2.7,3.07,Gagal
